名字,姓氏,签名ID,球队标志,年份,月份,日期,数据
Stephen,Curry,1629185898,,2022,4,13,4436.00
Kyle,Lowry,1665484738,,2022,4,13,3596.00
Ray,Allen,3316948068,,2018,4,10,3576.00
Carmelo,Anthony,4208656977,,2022,4,13,3423.00
Kevin,Durant,3289429399,,2022,4,13,3276.00
Chris,Paul,125296487,,2022,4,11,3058.00
Isaiah,Thomas,2990905761,,2022,4,13,3045.00
J.R.,Smith,1539019190,,2020,12,18,3022.00
Chris,Bosh,2798522086,,2022,3,12,3011.00
James,Harden,3411490024,,2022,4,13,2973.00
Kevin,Love,2622310705,,2022,4,13,2897.00
Kobe,Bryant,1882810953,,2018,4,11,2732.00
Dirk,Nowitzki,3340545434,,2017,4,11,2675.00
Kemba,Walker,3889158922,,2022,4,13,2632.00
Rodney,Stuckey,253388862,,2020,4,16,2538.00
Klay,Thompson,618804612,,2022,4,13,2460.00
Paul,Pierce,3059123028,,2017,4,12,2420.00
Boris,Diaw,4185347673,,2017,4,12,2410.00
Tracy,McGrady,4135983248,,2018,4,7,2386.00
Kyrie,Irving,1057757000,,2022,4,13,2372.00
C.J.,Miles,2667630231,,2022,4,6,2330.00
Mike,Conley,844021635,,2022,4,13,2328.00
Chauncey,Billups,257700249,,2015,4,8,2277.00
Reggie,Miller,0,,2003,0,0,2217.00
Paul,George,1722054934,,2022,4,13,2162.00
Bradley,Beal,1574868299,,2022,4,12,2158.00
JJ,Redick,1078417778,,2021,4,12,2122.00
Kawhi,Leonard,689664316,,2022,4,12,2114.00
Jason,Terry,3905775793,,2015,4,15,2079.00
Quentin,Richardson,3793921913,,2017,4,11,2047.00
Gilbert,Arenas,524621617,,2019,3,29,2043.00
Damian,Lillard,1846265562,,2022,4,10,2012.00
Michael,Redd,2885142413,,2015,4,15,2012.00
Arnold,Hasselhoff,3758990050,,2022,4,13,1955.00
Donté,Greene,4101260216,,2022,4,13,1897.00
D.J.,Augustin,1573061304,,2022,4,11,1815.00
Mike,Miller,3135191632,,2015,4,12,1798.00
Gordon,Hayward,1952026266,,2022,4,10,1797.00
Kyle,Korver,3922398341,,2016,4,13,1791.00
Sasha,Vujacic,2821915003,,2019,4,8,1784.00
Adam,Morrison,3763214659,,2017,4,12,1766.00
Steve,Nash,3116079434,,2013,4,10,1752.00
Peja,Stojakovic,3092693600,,2012,10,26,1743.00
DeMarcus,Cousins,1068200658,,2022,4,13,1741.00
Jordan,Farmar,2489453530,,2020,4,16,1740.00
Mo,Williams,4279845858,,2018,4,11,1733.00
Russell,Westbrook,2092888698,,2022,4,10,1721.00
Jason,Richardson,3004004423,,2017,4,5,1721.00
Dale,Ellis,3278069676,,1999,0,0,1719.00
Nick,Van Exel,2750123408,,2008,2,6,1692.00
Eric,Gordon,1227592476,,2020,1,25,1680.00
Antoine,Walker,566925475,,2009,4,15,1676.00
Blake,Griffin,1642967858,,2022,4,13,1673.00
Gerald,Green,1048284138,,2019,4,10,1671.00
C.J.,McCollum,4087996243,,2022,4,13,1650.00
Vince,Carter,949977097,,2017,4,12,1627.00
Tony,Parker,961068511,,2022,3,29,1607.00
Glen,Rice,2017926309,,2005,4,10,1599.00
LeBron,James,14453172,,2022,4,8,1596.00
Louis,Williams,2634520179,,2020,4,16,1586.00
DeMarre,Carroll,1279865213,,2022,4,13,1573.00
John,Wall,2715392048,,2022,4,13,1549.00
Tim,Hardaway,1790829144,,2003,0,0,1531.00
Corey,Maggette,1583327544,,2018,4,11,1516.00
Brook,Lopez,645402808,,2022,4,13,1504.00
Brandon,Jennings,240646623,,2019,4,8,1501.00
Danilo,Gallinari,2432757654,,2022,4,13,1480.00
Mickael,Piétrus,300046672,,2015,4,15,1465.00
Zach,LaVine,2893851997,,2022,4,13,1453.00
Ethan,Elliot,3195257879,,2022,4,13,1394.00
Dajuan,Wagner,2458588898,,2017,4,9,1391.00
Joe,Johnson,2911898164,,2019,2,13,1383.00
Jason,Kidd,2482654227,,2011,4,13,1379.00
Eddie,Jones,3520257005,,2008,4,10,1375.00
Allan,Houston,1089204469,,2007,4,11,1363.00
Dan,Majerle,2351686847,,2002,0,0,1360.00
Shawn,Marion,4242905577,,2017,4,7,1354.00
Goran,Dragic,2836785443,,2021,4,11,1352.00
Kristaps,Porzingis,177987183,,2022,4,13,1345.00
Marreese,Speights,2093517066,,2021,12,25,1340.00
Mitch,Richmond,1738387460,,1998,0,0,1326.00
Terry,Porter,1240551733,,1995,0,0,1297.00
Mookie,Blaylock,0,,1999,0,0,1283.00
Baron,Davis,3827111738,,2014,4,14,1268.00
Vernon,Maxwell,3856626692,,1995,0,0,1256.00
D'Angelo,Russell,4248011057,,2022,4,13,1254.00
Dell,Curry,4129098296,,1998,0,0,1245.00
George,Hill,2625112596,,2022,4,13,1243.00
Tim,Thomas,434685153,,2014,4,14,1243.00
Hersey,Hawkins,2392124695,,1993,0,0,1226.00
John,Starks,1457980512,,1998,0,0,1222.00
Chuck,Person,1007540669,,1992,0,0,1220.00
Devin,Harris,2607007122,,2018,4,11,1215.00
Dennis,Scott,2680030605,,1997,0,0,1214.00
Royal,Ivey,605610333,,2017,4,10,1199.00
Luol,Deng,1469495419,,2019,4,9,1183.00
Marc,Gasol,1897244614,,2022,4,13,1182.00
Jamal,Murray,161053075,,2022,4,12,1179.00
Nicolas,Batum,1379215474,,2022,4,13,1175.00
Devin,Booker,4026413234,,2022,4,13,1165.00
