名字,姓氏,签名ID,球队标志,年份,月份,日期,数据
Wilt,Chamberlain,3995331167,,1965,0,0,118.00
Kobe,Bryant,1882810953,,2018,3,30,31.00
Michael,Jordan,1656064730,,2003,0,0,31.00
Tracy,McGrady,4135983248,,2014,2,14,24.00
Elgin,Baylor,4070105251,,1972,0,0,17.00
Rick,Barry,3288714713,,1978,0,0,14.00
LeBron,James,14453172,,2020,1,26,13.00
James,Harden,3411490024,,2024,3,15,12.00
Carmelo,Anthony,4208656977,,2020,11,22,12.00
Vince,Carter,949977097,,2007,3,22,10.00
Kareem,Abdul-Jabbar,1220450640,,1989,0,0,10.00
Derrick,Rose,535126531,,2023,3,14,9.00
Allen,Iverson,381545994,,2005,12,26,8.00
Bernard,King,1640505611,,1991,0,0,8.00
Dirk,Nowitzki,3340545434,,2010,2,20,7.00
Dominique,Wilkins,1986062677,,1994,0,0,7.00
Adrian,Dantley,3616010799,,1986,0,0,6.00
Pete,Maravich,4117634903,,1980,0,0,6.00
Isaiah,Thomas,2990905761,,2018,12,24,6.00
Stephen,Curry,1629185898,,2021,12,19,6.00
Bob,Pettit,942771973,,1965,0,0,6.00
George,Gervin,2863428041,,1985,0,0,5.00
Paul,Pierce,3059123028,,2008,12,13,5.00
Chris,Bosh,2798522086,,2013,4,6,5.00
Jerry,West,294082333,,1974,0,0,5.00
Luka,Doncic,227986988,,2025,4,9,4.00
Kevin,Durant,3289429399,,2022,3,16,4.00
Kawhi,Leonard,689664316,,2020,11,13,4.00
Karl,Malone,209778290,,2003,0,0,4.00
Chris,Paul,125296487,,2020,1,26,4.00
Larry,Bird,721684922,,1992,0,0,4.00
Moses,Malone,1285953927,,1982,0,0,4.00
Bob,McAdoo,2951151959,,1977,0,0,4.00
Nate,Archibald,2602980960,,1976,0,0,4.00
George,Mikan,555862229,,1956,0,0,4.00
Jason,Richardson,3004004423,,2010,4,14,3.00
Shaquille,O'Neal,2048556069,,2003,0,0,3.00
David,Robinson,3972749366,,2003,0,0,3.00
Chris,Webber,1521973345,,2006,3,27,3.00
John,Wall,2715392048,,2023,3,29,3.00
Richie,Guerin,1593647501,,1964,0,0,3.00
Antawn,Jamison,1228678860,,2003,0,0,2.00
Patrick,Ewing,2307488153,,2000,0,0,2.00
Hakeem,Olajuwon,1272403453,,2001,0,0,2.00
Tom,Chambers,1317344166,,1988,0,0,2.00
Alex,English,3220462428,,1990,0,0,2.00
Purvis,Short,2508699213,,1987,0,0,2.00
Kiki,Vandeweghe,4091869180,,1989,0,0,2.00
Pau,Gasol,1381211648,,2012,11,27,2.00
Phil,Smith,0,,1980,0,0,2.00
Amar'e,Stoudemire,3433513141,,2012,1,16,2.00
Trae,Young,458013193,,2023,3,15,2.00
Bradley,Beal,1574868299,,2021,4,9,2.00
Geoff,Petrie,4037059999,,1976,0,0,2.00
Elvin,Hayes,3242341554,,1981,0,0,2.00
Paul,George,1722054934,,2018,11,26,2.00
Oscar,Robertson,2136803151,,1970,0,0,2.00
Jack,Twyman,0,,1966,0,0,2.00
Stephon,Marbury,293525334,,2004,3,18,2.00
Jerry,Stackhouse,4099436601,,2003,11,10,2.00
George,Yardley,0,,1959,0,0,2.00
Russell,Westbrook,2092888698,,2014,1,15,1.00
Shareef,Abdur-Rahim,2131293229,,2003,0,0,1.00
Tim,Duncan,1399501823,,2003,0,0,1.00
Chris,Webber,0,,2003,0,0,1.00
Tony,Delk,1662632900,,2003,0,0,1.00
Dwight,Howard,1835916760,,2011,12,17,1.00
Jermaine,O'Neal,3129988045,,2011,2,18,1.00
Clifford,Robinson,665568510,,2003,0,0,1.00
Dwyane,Wade,702239229,,2009,10,28,1.00
Shawn,Marion,4242905577,,2009,1,11,1.00
Tracy,Murray,3677688572,,2003,0,0,1.00
J.R.,Smith,1539019190,,2007,11,23,1.00
Alonzo,Mourning,1223838286,,2002,0,0,1.00
Mahmoud,Abdul-Rauf,2128706706,,1996,0,0,1.00
Anthony,Edwards,1689722657,,2025,2,26,1.00
LaMelo,Ball,738786270,,2024,1,13,1.00
Cedric,Ceballos,2864391252,,1998,0,0,1.00
Ja,Morant,3873097608,,2023,1,8,1.00
Zion,Williamson,31882795,,2022,11,17,1.00
Kristaps,Porzingis,177987183,,2022,2,20,1.00
Baron,Davis,3827111738,,2004,2,3,1.00
Dana,Barros,4129849418,,2000,0,0,1.00
Anthony,Davis,2964188718,,2019,2,26,1.00
Antoine,Walker,566925475,,2003,1,15,1.00
Kemba,Walker,3889158922,,2017,11,4,1.00
Arnold,Hasselhoff,3758990050,,2017,10,30,1.00
Glen,Rice,2017926309,,2003,0,0,1.00
Kevin,Love,2622310705,,2015,11,21,1.00
Jamal,Mashburn,1119349431,,2003,0,0,1.00
Jim,Jackson,1632794680,,2003,0,0,1.00
Willie,Burton,370533251,,1994,0,0,1.00
Nick,Anderson,2104254575,,1999,0,0,1.00
Reggie,Miller,0,,2003,0,0,1.00
Charles D.,Smith,3927133543,,1992,0,0,1.00
Michael,Adams,4214690828,,1991,0,0,1.00
Vernon,Maxwell,3856626692,,1995,0,0,1.00
Dale,Ellis,3278069676,,1999,0,0,1.00
Terry,Cummings,1138652175,,1996,0,0,1.00
Clyde,Drexler,2830652689,,1995,0,0,1.00
